image,DNL,D00,D10,D20,D40,strat,subset
6015,1,0,0,0,0,S0000,train
10043,1,0,0,0,0,S0000,train
4155,0,0,1,0,1,S0101,train
12115,0,0,0,0,3,S0001,train
9017,0,2,0,0,0,S1000,train
8129,1,0,0,0,0,S0000,train
4984,1,0,0,0,0,S0000,train
2102,0,0,1,0,0,S0100,train
6993,1,0,0,0,0,S0000,train
380,0,0,0,0,1,S0001,train
7792,1,0,0,0,0,S0000,train
13807,1,0,0,0,0,S0000,train
12745,0,0,0,1,0,S0010,train
3562,0,0,2,0,1,S0101,train
14728,1,0,0,0,0,S0000,train
3946,0,1,0,0,0,S1000,train
8470,1,0,0,0,0,S0000,train
4965,0,0,1,0,0,S0100,train
7504,0,0,1,0,0,S0100,train
9403,0,0,0,1,0,S0010,train
4857,1,0,0,0,0,S0000,train
9736,1,0,0,0,0,S0000,train
6782,1,0,0,0,0,S0000,train
954,0,1,1,0,0,S1100,train
3699,0,2,0,0,0,S1000,train
1166,0,1,0,0,0,S1000,train
10495,1,0,0,0,0,S0000,train
12489,1,0,0,0,0,S0000,train
3228,1,0,0,0,0,S0000,train
977,0,0,1,0,0,S0100,train
15062,0,1,0,0,0,S1000,train
762,0,1,1,0,0,S1100,train
5559,0,1,1,1,0,S1110,train
6467,1,0,0,0,0,S0000,train
9603,1,0,0,0,0,S0000,train
4374,0,1,1,0,0,S1100,train
8728,1,0,0,0,0,S0000,train
3216,1,0,0,0,0,S0000,train
8022,0,0,1,1,2,S0111,train
12331,0,0,0,1,2,S0011,train
11811,1,0,0,0,0,S0000,train
4648,0,0,0,2,0,S0010,train
1747,1,0,0,0,0,S0000,train
13181,0,1,0,0,0,S1000,train
211,0,0,0,0,3,S0001,train
9648,1,0,0,0,0,S0000,train
12357,0,0,0,0,1,S0001,train
6329,0,0,1,0,0,S0100,train
4337,0,0,1,0,3,S0101,train
6673,1,0,0,0,0,S0000,train
15457,1,0,0,0,0,S0000,train
11061,1,0,0,0,0,S0000,train
13920,0,1,0,0,0,S1000,train
4927,0,1,0,1,0,S1010,train
7084,1,0,0,0,0,S0000,train
9279,0,1,0,0,0,S1000,train
10105,1,0,0,0,0,S0000,train
14597,0,0,1,0,0,S0100,train
13444,0,2,0,0,0,S1000,train
633,0,1,1,0,0,S1100,train
11704,1,0,0,0,0,S0000,train
4106,1,0,0,0,0,S0000,train
13968,1,0,0,0,0,S0000,train
2523,0,0,0,0,1,S0001,train
4166,0,0,1,0,1,S0101,train
4283,0,0,2,0,0,S0100,train
6124,1,0,0,0,0,S0000,train
5765,0,1,0,0,2,S1001,train
4830,1,0,0,0,0,S0000,train
5209,0,1,0,0,0,S1000,train
1821,1,0,0,0,0,S0000,train
13540,0,0,1,0,2,S0101,train
7936,1,0,0,0,0,S0000,train
1362,1,0,0,0,0,S0000,train
74,0,0,1,0,2,S0101,train
5181,1,0,0,0,0,S0000,train
8321,1,0,0,0,0,S0000,train
2558,0,1,0,2,1,S1011,train
5042,0,0,2,0,0,S0100,train
14830,1,0,0,0,0,S0000,train
13518,0,1,2,0,0,S1100,train
6247,1,0,0,0,0,S0000,train
15180,1,0,0,0,0,S0000,train
11063,1,0,0,0,0,S0000,train
13031,0,3,0,3,0,S1010,train
4799,0,0,1,0,0,S0100,train
13857,0,2,0,0,0,S1000,train
12304,0,0,0,0,1,S0001,train
1449,0,2,0,0,0,S1000,train
3084,0,1,0,0,0,S1000,train
933,0,0,0,1,0,S0010,train
15392,1,0,0,0,0,S0000,train
2316,0,1,0,0,1,S1001,train
1812,1,0,0,0,0,S0000,train
8433,1,0,0,0,0,S0000,train
8311,1,0,0,0,0,S0000,train
7289,1,0,0,0,0,S0000,train
7239,1,0,0,0,0,S0000,train
487,0,0,2,1,3,S0111,train
1786,1,0,0,0,0,S0000,train
12557,1,0,0,0,0,S0000,train
9054,0,0,2,0,0,S0100,train
9255,1,0,0,0,0,S0000,train
6306,0,0,0,0,1,S0001,train
13875,0,0,0,0,2,S0001,train
1958,1,0,0,0,0,S0000,train
8069,1,0,0,0,0,S0000,train
3264,0,0,1,0,1,S0101,train
4314,0,1,3,0,10,S1101,train
6079,0,0,0,0,2,S0001,train
12847,0,0,0,1,0,S0010,train
6418,1,0,0,0,0,S0000,train
2745,0,0,1,0,0,S0100,train
15350,1,0,0,0,0,S0000,train
922,0,1,2,0,0,S1100,train
9772,0,0,1,0,0,S0100,train
6404,1,0,0,0,0,S0000,train
10397,1,0,0,0,0,S0000,train
8317,1,0,0,0,0,S0000,train
8205,0,0,2,0,0,S0100,train
2827,0,1,1,0,5,S1101,train
1555,1,0,0,0,0,S0000,train
2254,1,0,0,0,0,S0000,train
376,0,0,0,0,2,S0001,train
13755,1,0,0,0,0,S0000,train
4076,0,0,0,0,4,S0001,train
9138,1,0,0,0,0,S0000,train
3023,1,0,0,0,0,S0000,train
7799,1,0,0,0,0,S0000,train
3152,1,0,0,0,0,S0000,train
7959,1,0,0,0,0,S0000,train
11566,0,0,0,0,1,S0001,train
13665,0,2,0,2,0,S1010,train
12023,0,0,0,0,2,S0001,train
4425,0,1,1,0,1,S1101,train
3589,1,0,0,0,0,S0000,train
11237,0,1,1,0,0,S1100,train
5512,0,1,1,1,0,S1110,train
10550,0,0,1,0,0,S0100,train
11094,1,0,0,0,0,S0000,train
5547,0,1,1,1,0,S1110,train
1793,1,0,0,0,0,S0000,train
11549,1,0,0,0,0,S0000,train
5982,0,0,0,1,3,S0011,train
12572,1,0,0,0,0,S0000,train
13050,0,2,1,2,0,S1110,train
4660,0,1,0,2,0,S1010,train
7392,0,0,1,0,0,S0100,train
5315,1,0,0,0,0,S0000,train
1735,1,0,0,0,0,S0000,train
5314,1,0,0,0,0,S0000,train
2000,1,0,0,0,0,S0000,train
8581,1,0,0,0,0,S0000,train
8451,1,0,0,0,0,S0000,train
1589,1,0,0,0,0,S0000,train
4621,0,0,1,0,0,S0100,train
6610,0,0,1,0,1,S0101,train
11950,0,0,0,0,1,S0001,train
2755,1,0,0,0,0,S0000,train
13219,0,3,1,0,0,S1100,train
3872,1,0,0,0,0,S0000,train
4672,0,0,0,1,0,S0010,train
12696,0,1,2,0,0,S1100,train
14547,0,1,0,0,0,S1000,train
13138,0,7,0,0,0,S1000,train
15022,0,1,0,0,0,S1000,train
6405,1,0,0,0,0,S0000,train
4464,0,2,0,0,2,S1001,train
4373,0,3,3,0,0,S1100,train
9458,0,1,0,0,0,S1000,train
1153,1,0,0,0,0,S0000,train
408,1,0,0,0,0,S0000,train
7342,1,0,0,0,0,S0000,train
2487,0,0,0,1,0,S0010,train
9450,1,0,0,0,0,S0000,train
102,0,0,0,0,1,S0001,train
6540,0,1,1,0,3,S1101,train
2864,0,1,0,0,0,S1000,train
14620,1,0,0,0,0,S0000,train
8648,0,1,1,0,0,S1100,train
15054,0,1,0,0,0,S1000,train
11066,1,0,0,0,0,S0000,train
12363,1,0,0,0,0,S0000,train
3401,1,0,0,0,0,S0000,train
9817,1,0,0,0,0,S0000,train
5081,1,0,0,0,0,S0000,train
8688,1,0,0,0,0,S0000,train
12470,1,0,0,0,0,S0000,train
10258,0,0,0,2,0,S0010,train
13373,0,6,0,1,0,S1010,train
9090,0,2,0,0,0,S1000,train
8591,0,3,1,0,0,S1100,train
990,1,0,0,0,0,S0000,train
9877,1,0,0,0,0,S0000,train
3648,1,0,0,0,0,S0000,train
11016,1,0,0,0,0,S0000,train
8629,0,0,2,0,0,S0100,train
5530,0,1,1,1,0,S1110,train
10472,1,0,0,0,0,S0000,train
12594,0,1,0,0,0,S1000,train
8897,1,0,0,0,0,S0000,train
12667,1,0,0,0,0,S0000,train
4803,0,0,1,0,0,S0100,train
1438,0,1,0,0,0,S1000,train
10079,0,2,1,0,0,S1100,train
3818,1,0,0,0,0,S0000,train
8381,1,0,0,0,0,S0000,train
4201,0,5,3,0,0,S1100,train
1608,0,0,1,0,0,S0100,train
15042,0,1,0,0,0,S1000,train
14996,1,0,0,0,0,S0000,train
15211,0,1,1,0,0,S1100,train
6369,1,0,0,0,0,S0000,train
8067,1,0,0,0,0,S0000,train
335,1,0,0,0,0,S0000,train
10363,1,0,0,0,0,S0000,train
12809,1,0,0,0,0,S0000,train
9781,1,0,0,0,0,S0000,train
7929,1,0,0,0,0,S0000,train
15281,0,2,0,0,0,S1000,train
7631,1,0,0,0,0,S0000,train
13354,0,5,0,0,0,S1000,train
9707,0,0,1,0,0,S0100,train
14814,1,0,0,0,0,S0000,train
12975,0,4,0,0,0,S1000,train
7339,1,0,0,0,0,S0000,train
6407,1,0,0,0,0,S0000,train
1889,1,0,0,0,0,S0000,train
15234,1,0,0,0,0,S0000,train
14574,1,0,0,0,0,S0000,train
746,1,0,0,0,0,S0000,train
13655,0,2,0,2,0,S1010,train
15018,0,1,0,0,0,S1000,train
2711,1,0,0,0,0,S0000,train
10394,1,0,0,0,0,S0000,train
12143,0,0,0,0,3,S0001,train
5381,0,1,1,0,0,S1100,train
4934,0,1,0,1,0,S1010,train
9183,0,1,0,0,2,S1001,train
13542,0,4,1,0,2,S1101,train
229,0,0,1,0,0,S0100,train
2398,0,0,0,0,3,S0001,train
12313,0,1,0,0,0,S1000,train
6035,0,0,0,0,1,S0001,train
12110,1,0,0,0,0,S0000,train
2078,1,0,0,0,0,S0000,train
11422,1,0,0,0,0,S0000,train
6684,1,0,0,0,0,S0000,train
1215,0,0,2,0,2,S0101,train
10480,1,0,0,0,0,S0000,train
7958,1,0,0,0,0,S0000,train
13063,0,5,1,0,0,S1100,train
293,1,0,0,0,0,S0000,train
4472,0,1,2,0,0,S1100,train
4259,0,0,8,0,0,S0100,train
12577,1,0,0,0,0,S0000,train
9811,1,0,0,0,0,S0000,train
13804,1,0,0,0,0,S0000,train
11789,1,0,0,0,0,S0000,train
6090,1,0,0,0,0,S0000,train
9611,1,0,0,0,0,S0000,train
4275,0,3,1,0,0,S1100,train
1912,0,0,1,0,0,S0100,train
14969,1,0,0,0,0,S0000,train
12724,1,0,0,0,0,S0000,train
7420,1,0,0,0,0,S0000,train
12979,0,4,0,0,0,S1000,train
4206,0,0,1,0,0,S0100,train
12003,1,0,0,0,0,S0000,train
15370,1,0,0,0,0,S0000,train
10562,0,0,1,0,0,S0100,train
7255,1,0,0,0,0,S0000,train
2528,0,0,1,0,1,S0101,train
11241,0,1,1,0,0,S1100,train
10659,1,0,0,0,0,S0000,train
5755,0,0,0,0,2,S0001,train
8919,1,0,0,0,0,S0000,train
15146,0,1,0,0,0,S1000,train
5488,0,1,2,0,0,S1100,train
9548,0,0,2,0,0,S0100,train
3486,0,0,0,0,2,S0001,train
8453,1,0,0,0,0,S0000,train
9661,1,0,0,0,0,S0000,train
3226,1,0,0,0,0,S0000,train
13003,0,0,0,1,0,S0010,train
5001,0,0,1,0,0,S0100,train
303,1,0,0,0,0,S0000,train
10167,1,0,0,0,0,S0000,train
9678,1,0,0,0,0,S0000,train
12653,1,0,0,0,0,S0000,train
7976,1,0,0,0,0,S0000,train
11964,1,0,0,0,0,S0000,train
8028,0,1,0,0,0,S1000,train
8124,1,0,0,0,0,S0000,train
3365,0,3,2,0,0,S1100,train
1445,0,1,0,0,0,S1000,train
8612,1,0,0,0,0,S0000,train
7341,0,0,0,0,1,S0001,train
1804,1,0,0,0,0,S0000,train
5473,1,0,0,0,0,S0000,train
9575,0,0,2,0,0,S0100,train
8417,1,0,0,0,0,S0000,train
14999,1,0,0,0,0,S0000,train
2153,1,0,0,0,0,S0000,train
5168,1,0,0,0,0,S0000,train
8786,1,0,0,0,0,S0000,train
3892,1,0,0,0,0,S0000,train
6464,0,0,0,0,3,S0001,train
13432,1,0,0,0,0,S0000,train
11508,1,0,0,0,0,S0000,train
5597,1,0,0,0,0,S0000,train
6122,1,0,0,0,0,S0000,train
13480,0,2,0,0,0,S1000,train
12918,0,0,1,0,0,S0100,train
13901,1,0,0,0,0,S0000,train
11547,1,0,0,0,0,S0000,train
8861,1,0,0,0,0,S0000,train
2424,0,0,0,1,0,S0010,train
5398,0,0,1,0,0,S0100,train
1630,0,1,0,0,0,S1000,train
3481,1,0,0,0,0,S0000,train
9656,1,0,0,0,0,S0000,train
13435,1,0,0,0,0,S0000,train
12251,1,0,0,0,0,S0000,train
7350,0,0,0,1,0,S0010,train
8907,1,0,0,0,0,S0000,train
11040,1,0,0,0,0,S0000,train
13624,0,2,0,2,0,S1010,train
9912,1,0,0,0,0,S0000,train
2945,1,0,0,0,0,S0000,train
822,1,0,0,0,0,S0000,train
8910,1,0,0,0,0,S0000,train
2375,0,0,0,1,0,S0010,train
2008,0,0,2,0,0,S0100,train
1108,0,0,1,0,0,S0100,train
2707,1,0,0,0,0,S0000,train
2914,1,0,0,0,0,S0000,train
4720,0,0,2,0,0,S0100,train
4227,0,0,2,0,0,S0100,train
6968,0,0,0,1,0,S0010,train
6066,1,0,0,0,0,S0000,train
5467,0,1,1,0,0,S1100,train
11873,1,0,0,0,0,S0000,train
6393,0,1,0,0,0,S1000,train
12185,0,0,0,0,2,S0001,train
13530,1,0,0,0,0,S0000,train
10787,0,0,0,2,0,S0010,train
13456,0,5,1,0,0,S1100,train
3009,0,0,1,0,0,S0100,train
12747,0,0,0,1,0,S0010,train
6787,0,0,1,0,0,S0100,train
4482,0,3,1,0,0,S1100,train
3636,0,0,1,0,0,S0100,train
7397,1,0,0,0,0,S0000,train
3581,1,0,0,0,0,S0000,train
13636,0,2,0,2,0,S1010,train
7466,1,0,0,0,0,S0000,train
648,1,0,0,0,0,S0000,train
11430,1,0,0,0,0,S0000,train
8999,1,0,0,0,0,S0000,train
15322,0,2,0,0,0,S1000,train
9884,1,0,0,0,0,S0000,train
15240,0,0,2,0,0,S0100,train
2525,0,1,1,0,0,S1100,train
14884,1,0,0,0,0,S0000,train
867,0,0,1,0,0,S0100,train
9187,1,0,0,0,0,S0000,train
290,1,0,0,0,0,S0000,train
14533,1,0,0,0,0,S0000,train
10486,1,0,0,0,0,S0000,train
6866,1,0,0,0,0,S0000,train
4114,0,0,0,0,1,S0001,train
7696,1,0,0,0,0,S0000,train
12668,1,0,0,0,0,S0000,train
12034,1,0,0,0,0,S0000,train
10161,1,0,0,0,0,S0000,train
9562,0,0,1,0,0,S0100,train
1697,0,1,0,0,0,S1000,train
15250,0,1,0,0,0,S1000,train
4331,0,4,2,0,1,S1101,train
465,0,0,2,1,3,S0111,train
7743,1,0,0,0,0,S0000,train
1759,0,0,2,0,0,S0100,train
3178,1,0,0,0,0,S0000,train
14769,1,0,0,0,0,S0000,train
1895,1,0,0,0,0,S0000,train
3097,1,0,0,0,0,S0000,train
224,0,0,1,0,0,S0100,train
9335,1,0,0,0,0,S0000,train
5861,0,2,0,0,0,S1000,train
9202,0,1,1,0,0,S1100,train
4047,1,0,0,0,0,S0000,train
6980,0,1,0,0,0,S1000,train
7122,0,2,0,1,0,S1010,train
4822,1,0,0,0,0,S0000,train
2217,0,0,0,0,1,S0001,train
10296,1,0,0,0,0,S0000,train
1663,1,0,0,0,0,S0000,train
346,1,0,0,0,0,S0000,train
8135,1,0,0,0,0,S0000,train
111,0,0,0,0,1,S0001,train
9782,0,0,0,1,0,S0010,train
285,1,0,0,0,0,S0000,train
8676,1,0,0,0,0,S0000,train
14637,1,0,0,0,0,S0000,train
3064,0,2,0,0,0,S1000,train
15072,0,1,0,0,0,S1000,train
137,0,0,0,2,0,S0010,train
9804,1,0,0,0,0,S0000,train
2414,0,1,0,1,0,S1010,train
10540,1,0,0,0,0,S0000,train
914,0,1,0,0,0,S1000,train
3204,0,0,0,0,1,S0001,train
5091,1,0,0,0,0,S0000,train
5505,0,1,1,1,0,S1110,train
11783,1,0,0,0,0,S0000,train
3199,1,0,0,0,0,S0000,train
1959,1,0,0,0,0,S0000,train
5685,1,0,0,0,0,S0000,train
292,1,0,0,0,0,S0000,train
2649,0,0,0,1,0,S0010,train
155,0,0,0,0,4,S0001,train
4348,0,2,2,0,1,S1101,train
15063,0,1,0,0,0,S1000,train
11977,1,0,0,0,0,S0000,train
93,0,1,0,0,0,S1000,train
1659,1,0,0,0,0,S0000,train
3351,0,0,1,0,0,S0100,train
5055,1,0,0,0,0,S0000,train
469,0,0,1,1,4,S0111,train
4352,0,6,3,0,0,S1100,train
10169,1,0,0,0,0,S0000,train
13631,0,2,0,2,0,S1010,train
6908,0,1,0,0,0,S1000,train
10076,0,0,4,0,1,S0101,train
14592,0,2,1,0,0,S1100,train
11405,0,1,0,0,0,S1000,train
12289,1,0,0,0,0,S0000,train
9654,1,0,0,0,0,S0000,train
3053,0,1,1,0,0,S1100,train
4795,0,0,1,0,0,S0100,train
13129,1,0,0,0,0,S0000,train
5528,0,1,1,1,0,S1110,train
5987,0,0,0,1,3,S0011,train
4551,0,0,1,0,0,S0100,train
323,1,0,0,0,0,S0000,train
3305,0,1,2,0,0,S1100,train
11701,0,1,0,0,4,S1001,train
9888,1,0,0,0,0,S0000,train
4955,0,1,0,1,0,S1010,train
3371,1,0,0,0,0,S0000,train
7029,0,1,0,0,0,S1000,train
221,1,0,0,0,0,S0000,train
6678,1,0,0,0,0,S0000,train
12240,1,0,0,0,0,S0000,train
9475,0,0,0,1,0,S0010,train
6259,1,0,0,0,0,S0000,train
11606,1,0,0,0,0,S0000,train
3414,1,0,0,0,0,S0000,train
13720,1,0,0,0,0,S0000,train
11000,1,0,0,0,0,S0000,train
12962,0,0,8,0,0,S0100,train
477,0,0,1,1,4,S0111,train
4655,0,0,0,2,0,S0010,train
2607,0,1,0,1,0,S1010,train
11920,1,0,0,0,0,S0000,train
4878,1,0,0,0,0,S0000,train
8354,1,0,0,0,0,S0000,train
4662,0,1,0,2,0,S1010,train
9788,1,0,0,0,0,S0000,train
15321,1,0,0,0,0,S0000,train
10928,1,0,0,0,0,S0000,train
12278,1,0,0,0,0,S0000,train
11621,1,0,0,0,0,S0000,train
11343,0,0,0,2,1,S0011,train
2332,0,1,0,1,0,S1010,train
8374,1,0,0,0,0,S0000,train
1867,1,0,0,0,0,S0000,train
7175,0,1,3,0,0,S1100,train
6619,0,0,0,0,1,S0001,train
11991,0,0,0,0,7,S0001,train
7603,1,0,0,0,0,S0000,train
13300,1,0,0,0,0,S0000,train
10444,1,0,0,0,0,S0000,train
11727,0,1,0,0,0,S1000,train
1968,1,0,0,0,0,S0000,train
4360,0,4,2,0,1,S1101,train
13185,0,2,2,0,0,S1100,train
9679,1,0,0,0,0,S0000,train
12842,0,0,0,1,0,S0010,train
8329,1,0,0,0,0,S0000,train
3624,1,0,0,0,0,S0000,train
15134,0,1,0,0,0,S1000,train
5439,0,0,1,0,0,S0100,train
2803,0,2,2,0,0,S1100,train
11576,1,0,0,0,0,S0000,train
14576,0,1,0,0,0,S1000,train
9510,0,0,2,0,2,S0101,train
2780,1,0,0,0,0,S0000,train
8607,1,0,0,0,0,S0000,train
6513,1,0,0,0,0,S0000,train
856,0,1,0,0,1,S1001,train
11415,1,0,0,0,0,S0000,train
10605,1,0,0,0,0,S0000,train
1857,0,0,0,0,1,S0001,train
3772,0,0,1,0,0,S0100,train
4804,0,0,1,0,0,S0100,train
1948,1,0,0,0,0,S0000,train
7937,1,0,0,0,0,S0000,train
9217,0,2,1,0,0,S1100,train
8401,1,0,0,0,0,S0000,train
14613,0,3,0,0,0,S1000,train
9216,0,2,1,0,0,S1100,train
6997,1,0,0,0,0,S0000,train
5061,0,0,1,0,0,S0100,train
4467,0,1,7,0,1,S1101,train
8095,1,0,0,0,0,S0000,train
5148,0,0,1,0,0,S0100,train
10940,0,3,0,0,0,S1000,train
5058,1,0,0,0,0,S0000,train
6376,0,0,1,0,0,S0100,train
1305,1,0,0,0,0,S0000,train
507,1,0,0,0,0,S0000,train
9626,1,0,0,0,0,S0000,train
11520,0,0,1,0,2,S0101,train
1030,0,1,3,0,4,S1101,train
6421,0,0,1,0,0,S0100,train
10543,0,2,1,0,0,S1100,train
5516,0,1,1,1,0,S1110,train
13132,0,2,0,0,0,S1000,train
1293,0,0,0,0,1,S0001,train
8499,1,0,0,0,0,S0000,train
806,1,0,0,0,0,S0000,train
4633,0,0,0,1,0,S0010,train
14733,0,1,0,1,0,S1010,train
1603,1,0,0,0,0,S0000,train
2522,0,2,0,0,1,S1001,train
11857,1,0,0,0,0,S0000,train
3150,1,0,0,0,0,S0000,train
5712,1,0,0,0,0,S0000,train
10213,1,0,0,0,0,S0000,train
1088,0,1,0,1,0,S1010,train
10142,1,0,0,0,0,S0000,train
3423,0,0,1,0,0,S0100,train
5317,1,0,0,0,0,S0000,train
3800,1,0,0,0,0,S0000,train
422,1,0,0,0,0,S0000,train
6145,0,0,0,1,0,S0010,train
10357,1,0,0,0,0,S0000,train
5338,1,0,0,0,0,S0000,train
9697,1,0,0,0,0,S0000,train
13077,0,5,1,0,0,S1100,train
3257,0,0,3,0,1,S0101,train
2934,0,0,0,2,1,S0011,train
5180,1,0,0,0,0,S0000,train
2982,0,0,0,0,1,S0001,train
7471,1,0,0,0,0,S0000,train
2464,0,0,0,0,3,S0001,train
11887,1,0,0,0,0,S0000,train
3509,0,1,1,0,0,S1100,train
2751,0,0,1,0,0,S0100,train
13756,1,0,0,0,0,S0000,train
11843,1,0,0,0,0,S0000,train
10899,1,0,0,0,0,S0000,train
7681,1,0,0,0,0,S0000,train
7863,1,0,0,0,0,S0000,train
7852,1,0,0,0,0,S0000,train
3100,0,1,0,0,0,S1000,train
5128,1,0,0,0,0,S0000,train
1854,1,0,0,0,0,S0000,train
4499,0,8,3,0,0,S1100,train
1377,1,0,0,0,0,S0000,train
10065,0,0,0,4,0,S0010,train
2592,0,1,1,1,1,S1111,train
10374,1,0,0,0,0,S0000,train
5744,1,0,0,0,0,S0000,train
9851,0,1,0,0,0,S1000,train
9825,1,0,0,0,0,S0000,train
4066,0,0,0,1,0,S0010,train
4854,1,0,0,0,0,S0000,train
12943,1,0,0,0,0,S0000,train
10201,0,1,0,0,0,S1000,train
10561,0,0,1,0,0,S0100,train
8657,0,0,1,0,0,S0100,train
5652,1,0,0,0,0,S0000,train
8505,1,0,0,0,0,S0000,train
6359,1,0,0,0,0,S0000,train
9466,1,0,0,0,0,S0000,train
4630,0,0,0,1,0,S0010,train
6789,1,0,0,0,0,S0000,train
9428,1,0,0,0,0,S0000,train
3120,0,0,1,0,0,S0100,train
2437,0,1,2,0,1,S1101,train
14641,0,7,1,0,0,S1100,train
12770,0,0,0,1,0,S0010,train
351,1,0,0,0,0,S0000,train
2032,1,0,0,0,0,S0000,train
1864,1,0,0,0,0,S0000,train
15357,1,0,0,0,0,S0000,train
11240,0,2,0,0,0,S1000,train
3013,0,0,1,0,0,S0100,train
11541,0,0,1,0,0,S0100,train
8806,1,0,0,0,0,S0000,train
10422,1,0,0,0,0,S0000,train
13715,1,0,0,0,0,S0000,train
5096,0,1,1,0,0,S1100,train
5509,0,1,1,1,0,S1110,train
3637,0,0,1,0,0,S0100,train
12915,0,1,1,0,0,S1100,train
13912,0,1,0,0,1,S1001,train
574,1,0,0,0,0,S0000,train
6503,0,2,1,0,0,S1100,train
10953,1,0,0,0,0,S0000,train
14906,1,0,0,0,0,S0000,train
13648,0,2,0,2,0,S1010,train
10909,1,0,0,0,0,S0000,train
12477,1,0,0,0,0,S0000,train
1874,1,0,0,0,0,S0000,train
15238,0,0,0,0,1,S0001,train
10349,1,0,0,0,0,S0000,train
9443,0,1,1,0,0,S1100,train
2669,1,0,0,0,0,S0000,train
11769,0,1,0,0,0,S1000,train
4103,0,0,0,0,1,S0001,train
6816,1,0,0,0,0,S0000,train
10271,0,1,0,0,0,S1000,train
4273,0,5,5,0,0,S1100,train
7730,1,0,0,0,0,S0000,train
2647,0,1,0,0,0,S1000,train
7303,0,2,0,0,0,S1000,train
8901,1,0,0,0,0,S0000,train
1083,1,0,0,0,0,S0000,train
6192,0,0,1,0,0,S0100,train
7762,1,0,0,0,0,S0000,train
14557,0,3,1,0,0,S1100,train
8835,1,0,0,0,0,S0000,train
10848,1,0,0,0,0,S0000,train
6694,0,0,1,0,0,S0100,train
4164,0,0,1,0,1,S0101,train
9647,1,0,0,0,0,S0000,train
2311,0,0,2,1,3,S0111,train
9729,1,0,0,0,0,S0000,train
11503,0,1,0,0,0,S1000,train
10071,1,0,0,0,0,S0000,train
4042,1,0,0,0,0,S0000,train
5187,1,0,0,0,0,S0000,train
664,0,0,0,2,0,S0010,train
7522,1,0,0,0,0,S0000,train
1476,0,2,1,0,0,S1100,train
11893,1,0,0,0,0,S0000,train
4405,0,0,1,0,0,S0100,train
4940,0,1,0,1,0,S1010,train
2983,0,0,0,0,1,S0001,train
13109,0,0,0,3,0,S0010,train
13065,0,6,1,0,0,S1100,train
82,0,0,2,0,2,S0101,train
2872,0,2,0,0,0,S1000,train
9088,0,1,0,0,1,S1001,train
5726,1,0,0,0,0,S0000,train
11981,0,1,1,0,2,S1101,train
13687,1,0,0,0,0,S0000,train
8284,1,0,0,0,0,S0000,train
13594,0,7,1,1,0,S1110,train
3643,0,0,1,0,0,S0100,train
7593,1,0,0,0,0,S0000,train
7428,1,0,0,0,0,S0000,train
1156,1,0,0,0,0,S0000,train
1021,0,2,3,0,4,S1101,train
9046,0,0,2,0,0,S0100,train
11502,1,0,0,0,0,S0000,train
8065,1,0,0,0,0,S0000,train
7629,1,0,0,0,0,S0000,train
11938,1,0,0,0,0,S0000,train
3867,1,0,0,0,0,S0000,train
189,1,0,0,0,0,S0000,train
2682,1,0,0,0,0,S0000,train
1716,1,0,0,0,0,S0000,train
13086,0,6,1,0,0,S1100,train
5084,1,0,0,0,0,S0000,train
12984,0,1,1,0,1,S1101,train
11077,1,0,0,0,0,S0000,train
10882,1,0,0,0,0,S0000,train
12318,0,0,0,0,1,S0001,train
9533,0,0,1,0,0,S0100,train
6623,0,0,1,0,0,S0100,train
253,1,0,0,0,0,S0000,train
993,0,3,3,0,2,S1101,train
4093,0,0,0,0,1,S0001,train
13741,1,0,0,0,0,S0000,train
11558,0,0,1,0,0,S0100,train
1638,1,0,0,0,0,S0000,train
13873,0,1,0,0,0,S1000,train
11784,1,0,0,0,0,S0000,train
4692,1,0,0,0,0,S0000,train
3720,0,0,1,0,0,S0100,train
2293,0,1,0,0,0,S1000,train
10088,1,0,0,0,0,S0000,train
8713,1,0,0,0,0,S0000,train
2916,0,0,1,0,0,S0100,train
5443,0,0,1,0,0,S0100,train
21,1,0,0,0,0,S0000,train
7969,1,0,0,0,0,S0000,train
7022,1,0,0,0,0,S0000,train
10961,1,0,0,0,0,S0000,train
341,1,0,0,0,0,S0000,train
3501,0,0,3,0,0,S0100,train
9300,0,1,1,0,0,S1100,train
5198,0,2,0,0,0,S1000,train
9415,0,0,0,1,0,S0010,train
13725,1,0,0,0,0,S0000,train
2908,0,0,1,0,0,S0100,train
14655,0,2,1,0,0,S1100,train
8086,1,0,0,0,0,S0000,train
3290,0,1,2,0,0,S1100,train
4562,1,0,0,0,0,S0000,train
2808,0,1,0,0,0,S1000,train
8148,1,0,0,0,0,S0000,train
14915,0,1,1,0,0,S1100,train
15417,1,0,0,0,0,S0000,train
880,0,3,5,1,0,S1110,train
7426,0,1,0,0,0,S1000,train
592,0,1,1,0,0,S1100,train
692,0,0,1,0,0,S0100,train
2411,0,1,0,1,0,S1010,train
14714,0,1,0,0,0,S1000,train
6978,1,0,0,0,0,S0000,train
12753,0,0,0,1,0,S0010,train
519,0,0,0,0,1,S0001,train
4009,1,0,0,0,0,S0000,train
7754,1,0,0,0,0,S0000,train
974,0,0,1,0,0,S0100,train
9432,0,0,1,0,0,S0100,train
8517,0,0,0,0,1,S0001,train
1322,0,2,1,0,3,S1101,train
14764,1,0,0,0,0,S0000,train
4867,0,1,0,0,0,S1000,train
8127,1,0,0,0,0,S0000,train
9036,0,0,2,0,0,S0100,train
